"","Date","Away_team","Away_score","Home_team","Home_score","score_diff","site","nuetral","Home_conference","Away_conference"
"2671",2022-01-08,"Clemson",70,"N.C. State",65,-5,"N.C. State",0,"Big Sky","Atlantic Coast"
"2672",2022-01-08,"Colorado St.",49,"San Diego St.",79,30,"San Diego St.",0,"Mountain West","Mountain West"
"2673",2022-01-08,"Columbia",73,"Penn",69,-4,"Penn",0,"Ivy League","Ivy League"
"2674",2022-01-08,"Connecticut",87,"Seton Hall",90,3,"Seton Hall",0,"Big East","Big East"
"2675",2022-01-08,"Coppin St.",74,"South Carolina St.",65,-9,"South Carolina St.",0,"Mid-Eastern Athletic","Mid-Eastern Athletic"
"2676",2022-01-08,"Cornell",70,"Princeton",72,2,"Princeton",0,"Ivy League","Ivy League"
"2677",2022-01-08,"Dayton",83,"George Washington",58,-25,"George Washington",0,"Atlantic 10","Atlantic 10"
"2678",2022-01-08,"Dixie St.",71,"Utah Valley",79,8,"Utah Valley",0,"Western Athletic","Western Athletic"
"2679",2022-01-08,"Drake",60,"Evansville",59,-1,"Evansville",0,"Missouri Valley","Missouri Valley"
"2680",2022-01-08,"Duquesne",78,"Massachusetts",74,-4,"Massachusetts",0,"Atlantic 10","Atlantic 10"
"2681",2022-01-08,"East Carolina",75,"Temple",78,3,"Temple",0,"American Athletic","American Athletic"
"2682",2022-01-08,"Eastern Kentucky",61,"Bellarmine",66,5,"Bellarmine",0,"Atlantic Sun","Atlantic Sun"
"2683",2022-01-08,"FIU",71,"Western Kentucky",84,13,"Western Kentucky",0,"Conference USA","NCAA"
"2684",2022-01-08,"Florida",73,"Auburn",85,12,"Auburn",0,"Southeastern","Southeastern"
"2685",2022-01-08,"Florida Atlantic",90,"Marshall",77,-13,"Marshall",0,"Conference USA","Conference USA"
"2686",2022-01-08,"Florida Gulf Coast",66,"Jacksonville",69,3,"Jacksonville",0,"Atlantic Sun","Atlantic Sun"
"2687",2022-01-08,"Georgia",77,"Kentucky",92,15,"Kentucky",0,"Southeastern","Southeastern"
"2688",2022-01-08,"Grambling St.",68,"Bethune Cookman",66,-2,"Bethune Cookman",0,"Southwest Athletic","Southwest Athletic"
"2689",2022-01-08,"Hampton",69,"Gardner Webb",78,9,"Gardner Webb",0,"Big South","Big South"
"2690",2022-01-08,"Hawaii",72,"Long Beach St.",67,-5,"Long Beach St.",0,"Big West","Big West"
"2691",2022-01-08,"Houston Baptist",50,"Incarnate Word",60,10,"Katy, TX",1,"Southland","Southland"
"2692",2022-01-08,"Idaho",93,"Eastern Washington",96,3,"Eastern Washington",0,"Big Sky","Big Sky"
"2693",2022-01-08,"Iona",67,"Saint Louis",68,1,"Saint Louis",0,"Atlantic 10","Metro Atlantic Athletic"
"2694",2022-01-08,"Iowa St.",66,"Oklahoma",79,13,"Oklahoma",0,"Big 12","Big 12"
"2695",2022-01-08,"IUPUI",58,"Wright St.",72,14,"Wright St.",0,"Horizon League","Horizon League"
"2696",2022-01-08,"Jackson St.",57,"Alabama St.",72,15,"Alabama St.",0,"Southwest Athletic","Southwest Athletic"
"2697",2022-01-08,"Jacksonville St.",65,"North Alabama",55,-10,"North Alabama",0,"Atlantic Sun","Atlantic Sun"
"2698",2022-01-08,"Kansas",67,"Texas Tech",75,8,"Texas Tech",0,"Big 12","Big 12"
"2699",2022-01-08,"Kansas St.",68,"West Virginia",71,3,"West Virginia",0,"Big 12","Big 12"
"2700",2022-01-08,"Louisiana Tech",79,"UTSA",63,-16,"UTSA",0,"Conference USA","Conference USA"
"2701",2022-01-08,"Louisville",70,"Florida St.",79,9,"Florida St.",0,"Atlantic Coast","Atlantic Coast"
"2702",2022-01-08,"Maine",72,"Stony Brook",80,8,"Stony Brook",0,"America East","America East"
"2703",2022-01-08,"McNeese St.",54,"Texas A&M Corpus Chris",67,13,"Katy, TX",1,"Southland","Southland"
"2704",2022-01-08,"Mercer",66,"Furman",81,15,"Furman",0,"Southern","Southern"
"2705",2022-01-08,"Merrimack",66,"Central Connecticut",57,-9,"Central Connecticut",0,"Northeast","Northeast"
"2706",2022-01-08,"Miami FL",76,"Duke",74,-2,"Duke",0,"Atlantic Coast","Atlantic Coast"
"2707",2022-01-08,"Miami OH",83,"Bowling Green",87,4,"Bowling Green",0,"Mid-American","Mid-American"
"2708",2022-01-08,"Middle Tennessee",63,"North Texas",70,7,"North Texas",0,"Conference USA","Conference USA"
"2709",2022-01-08,"Mississippi St.",72,"Mississippi",82,10,"Mississippi",0,"Southeastern","Southeastern"
"2710",2022-01-08,"Mississippi Valley St.",84,"Prairie View A&M",82,-2,"Prairie View A&M",0,"Southwest Athletic","Southwest Athletic"
"2711",2022-01-08,"Morehead St.",66,"Austin Peay",55,-11,"Austin Peay",0,"Ohio Valley","Ohio Valley"
"2712",2022-01-08,"Mount St. Mary's",69,"St. Francis NY",61,-8,"St. Francis NY",0,"Northeast","Northeast"
"2713",2022-01-08,"Murray St.",74,"SIU Edwardsville",69,-5,"SIU Edwardsville",0,"Ohio Valley","Ohio Valley"
"2714",2022-01-08,"Nebraska",65,"Rutgers",93,28,"Rutgers",0,"Big Ten","Big Ten"
"2715",2022-01-08,"New Mexico St.",85,"UT Rio Grande Valley",73,-12,"UT Rio Grande Valley",0,"Western Athletic","Western Athletic"
"2716",2022-01-08,"New Orleans",80,"Northwestern St.",79,-1,"Katy, TX",1,"Southland","Southland"
"2717",2022-01-08,"NJIT",67,"Binghamton",56,-11,"Binghamton",0,"America East","America East"
"2718",2022-01-08,"North Carolina A&T",73,"Radford",72,-1,"Radford",0,"Big South","Big South"
"2719",2022-01-08,"North Dakota",74,"Denver",93,19,"Denver",0,"Summit League","Summit League"
"2720",2022-01-08,"North Dakota St.",71,"Nebraska Omaha",67,-4,"Nebraska Omaha",0,"Summit League","Summit League"
"2721",2022-01-08,"Northern Illinois",63,"Toledo",94,31,"Toledo",0,"Mid-American","Mid-American"
"2722",2022-01-08,"Northern Iowa",85,"Missouri St.",84,-1,"Missouri St.",0,"Missouri Valley","Missouri Valley"
"2723",2022-01-08,"Notre Dame",72,"Georgia Tech",68,-4,"Georgia Tech",0,"Atlantic Coast","Atlantic Coast"
"2724",2022-01-08,"Oral Roberts",87,"Western Illinois",86,-1,"Western Illinois",0,"Summit League","Summit League"
"2725",2022-01-08,"Pepperdine",83,"Gonzaga",117,34,"Gonzaga",0,"West Coast","West Coast"
"2726",2022-01-08,"Purdue",74,"Penn St.",67,-7,"Penn St.",0,"Big Ten","Big Ten"
"2727",2022-01-08,"Rhode Island",68,"Davidson",72,4,"Davidson",0,"Atlantic 10","Atlantic 10"
"2728",2022-01-08,"Sacramento St.",85,"Northern Colorado",71,-14,"Northern Colorado",0,"Big Sky","Big Sky"
"2729",2022-01-08,"Saint Mary's",43,"BYU",52,9,"BYU",0,"West Coast","West Coast"
"2730",2022-01-08,"Sam Houston St.",65,"Abilene Christian",63,-2,"Abilene Christian",0,"Western Athletic","Western Athletic"
"2731",2022-01-08,"San Diego",73,"San Francisco",88,15,"San Francisco",0,"West Coast","West Coast"
"2732",2022-01-08,"South Carolina",72,"Vanderbilt",70,-2,"Vanderbilt",0,"Southeastern","Southeastern"
"2733",2022-01-08,"South Dakota",65,"South Dakota St.",84,19,"South Dakota St.",0,"Summit League","Summit League"
"2734",2022-01-08,"South Florida",54,"Tulane",68,14,"Tulane",0,"American Athletic","American Athletic"
"2735",2022-01-08,"Southeast Missouri St.",84,"Tennessee St.",95,11,"Tennessee St.",0,"Ohio Valley","Ohio Valley"
"2736",2022-01-08,"Southeastern Louisiana",77,"Nicholls St.",72,-5,"Katy, TX",1,"Southland","Southland"
"2737",2022-01-08,"Southern",80,"Florida A&M",66,-14,"Florida A&M",0,"Southwest Athletic","Southwest Athletic"
"2738",2022-01-08,"Southern Illinois",63,"Valparaiso",60,-3,"Valparaiso",0,"Missouri Valley","Missouri Valley"
"2739",2022-01-08,"Southern Miss",54,"UTEP",87,33,"UTEP",0,"Conference USA","Conference USA"
"2740",2022-01-08,"St. Francis PA",70,"LIU",75,5,"LIU",0,"Northeast","Northeast"
"2741",2022-01-08,"St. John's",73,"Providence",83,10,"Providence",0,"Big East","Big East"
"2742",2022-01-08,"Stephen F. Austin",71,"Tarleton St.",77,6,"Tarleton St.",0,"Western Athletic","Western Athletic"
"2743",2022-01-08,"Stetson",68,"North Florida",66,-2,"North Florida",0,"Atlantic Sun","Atlantic Sun"
"2744",2022-01-08,"Syracuse",74,"Wake Forest",77,3,"Wake Forest",0,"Atlantic Coast","Atlantic Coast"
"2745",2022-01-08,"Tennessee",67,"LSU",79,12,"LSU",0,"Southeastern","Southeastern"
"2746",2022-01-08,"Texas",51,"Oklahoma St.",64,13,"Oklahoma St.",0,"Big 12","Big 12"
"2747",2022-01-08,"The Citadel",67,"Chattanooga",85,18,"Chattanooga",0,"Southern","Southern"
"2748",2022-01-08,"UAB",80,"Rice",85,5,"Rice",0,"Conference USA","Conference USA"
"2749",2022-01-08,"UC Irvine",68,"UC Riverside",51,-17,"UC Riverside",0,"Big West","Big West"
"2750",2022-01-08,"UC San Diego",71,"UC Davis",78,7,"UC Davis",0,"Big West","Big West"
"2751",2022-01-08,"UCLA",60,"California",52,-8,"California",0,"Pacific-12","Pacific-12"
"2752",2022-01-08,"UMass Lowell",66,"UMBC",64,-2,"UMBC",0,"America East","America East"
"2753",2022-01-08,"UNC Greensboro",72,"VMI",56,-16,"VMI",0,"Southern","Southern"
"2754",2022-01-08,"USC Upstate",82,"Presbyterian",72,-10,"Presbyterian",0,"Big South","Big South"
"2755",2022-01-08,"UT Arlington",73,"Georgia Southern",74,1,"Georgia Southern",0,"Sun Belt","Sun Belt"
"2756",2022-01-08,"Utah St.",90,"New Mexico",87,-3,"New Mexico",0,"Mountain West","Mountain West"
"2757",2022-01-08,"VCU",85,"La Salle",66,-19,"La Salle",0,"Atlantic 10","Atlantic 10"
"2758",2022-01-08,"Villanova",79,"DePaul",64,-15,"DePaul",0,"Big East","Big East"
"2759",2022-01-08,"Virginia",58,"North Carolina",74,16,"North Carolina",0,"Atlantic Coast","Atlantic Coast"
"2760",2022-01-08,"Washington St.",77,"Utah",61,-16,"Utah",0,"Pacific-12","Pacific-12"
"2761",2022-01-08,"Western Carolina",60,"Samford",85,25,"Samford",0,"Southern","Southern"
"2762",2022-01-08,"Wichita St.",66,"Houston",76,10,"Houston",0,"American Athletic","American Athletic"
"2763",2022-01-08,"Wofford",68,"East Tennessee St.",57,-11,"East Tennessee St.",0,"Southern","Southern"
"2764",2022-01-09,"Cincinnati",80,"Memphis",87,7,"Memphis",0,"American Athletic","American Athletic"
"2765",2022-01-09,"Cleveland St.",86,"Youngstown St.",80,-6,"Youngstown St.",0,"Horizon League","Horizon League"
"2766",2022-01-09,"Elon",61,"Charleston",65,4,"Charleston",0,"Colonial Athletic Association","Colonial Athletic Association"
"2767",2022-01-09,"Fairfield",62,"Siena",69,7,"Siena",0,"Metro Atlantic Athletic","Metro Atlantic Athletic"
"2768",2022-01-09,"Hofstra",87,"James Madison",80,-7,"James Madison",0,"Colonial Athletic Association","Colonial Athletic Association"
"2769",2022-01-09,"Lipscomb",88,"Central Arkansas",93,5,"Central Arkansas",0,"Atlantic Sun","Atlantic Sun"
"2770",2022-01-09,"Milwaukee",65,"Oakland",86,21,"Oakland",0,"Horizon League","Horizon League"
"2771",2022-01-09,"Minnesota",60,"Indiana",73,13,"Indiana",0,"Big Ten","Big Ten"
"2772",2022-01-09,"Montana",59,"Montana St.",66,7,"Montana St.",0,"Big Sky","Big Sky"
"2773",2022-01-09,"Northeastern",67,"Towson",70,3,"Towson",0,"Colonial Athletic Association","Colonial Athletic Association"
"2774",2022-01-09,"Northwestern",87,"Ohio St.",95,8,"Ohio St.",0,"Big Ten","Big Ten"
"2775",2022-01-09,"Purdue Fort Wayne",76,"Robert Morris",70,-6,"Robert Morris",0,"Horizon League","Horizon League"
"2776",2022-01-09,"Quinnipiac",66,"Niagara",76,10,"Niagara",0,"Metro Atlantic Athletic","Metro Atlantic Athletic"
"2777",2022-01-09,"Rider",79,"Marist",75,-4,"Marist",0,"Metro Atlantic Athletic","Metro Atlantic Athletic"
"2778",2022-01-09,"Washington",64,"Colorado",78,14,"Colorado",0,"Pacific-12","Pacific-12"
"2779",2022-01-09,"Wisconsin",70,"Maryland",69,-1,"Maryland",0,"Big Ten","Big Ten"
"2780",2022-01-10,"Alcorn St.",70,"Alabama St.",60,-10,"Alabama St.",0,"Southwest Athletic","Southwest Athletic"
"2781",2022-01-10,"Arkansas Pine Bluff",58,"Prairie View A&M",75,17,"Prairie View A&M",0,"Southwest Athletic","Southwest Athletic"
"2782",2022-01-10,"Army",57,"Colgate",76,19,"Colgate",0,"Patriot League","Patriot League"
"2783",2022-01-10,"Boston University",79,"American",53,-26,"American",0,"Patriot League","Patriot League"
"2784",2022-01-10,"Bucknell",67,"Loyola MD",71,4,"Loyola MD",0,"Patriot League","Patriot League"
"2785",2022-01-10,"Campbell",72,"Winthrop",74,2,"Winthrop",0,"Big South","Big South"
"2786",2022-01-10,"Grambling St.",66,"Florida A&M",75,9,"Florida A&M",0,"Southwest Athletic","Southwest Athletic"
"2787",2022-01-10,"Holy Cross",69,"Lehigh",77,8,"Lehigh",0,"Patriot League","Patriot League"
"2788",2022-01-10,"Illinois Chicago",67,"IUPUI",65,-2,"IUPUI",0,"Horizon League","Horizon League"
"2789",2022-01-10,"Jackson St.",58,"Alabama A&M",60,2,"Alabama A&M",0,"Southwest Athletic","Southwest Athletic"
"2790",2022-01-10,"Mississippi Valley St.",58,"Texas Southern",95,37,"Texas Southern",0,"Southwest Athletic","Southwest Athletic"
"2791",2022-01-10,"Morgan St.",88,"South Carolina St.",81,-7,"South Carolina St.",0,"Mid-Eastern Athletic","Mid-Eastern Athletic"
"2792",2022-01-10,"Navy",69,"Lafayette",55,-14,"Lafayette",0,"Patriot League","Patriot League"
"2793",2022-01-10,"Nebraska Omaha",61,"UMKC",64,3,"UMKC",0,"Western Athletic","Summit League"
"2794",2022-01-10,"North Dakota St.",87,"Denver",69,-18,"Denver",0,"Summit League","Summit League"
"2795",2022-01-10,"Oregon",78,"Oregon St.",76,-2,"Oregon St.",0,"Pacific-12","Pacific-12"
"2796",2022-01-10,"San Diego",72,"Pepperdine",62,-10,"Pepperdine",0,"West Coast","West Coast"
"2797",2022-01-10,"South Dakota",75,"North Dakota",68,-7,"North Dakota",0,"Summit League","Summit League"
"2798",2022-01-10,"Southern",69,"Bethune Cookman",59,-10,"Bethune Cookman",0,"Southwest Athletic","Southwest Athletic"
"2799",2022-01-10,"Western Carolina",69,"East Tennessee St.",87,18,"East Tennessee St.",0,"Southern","Southern"
"2800",2022-01-10,"Wofford",54,"UNC Greensboro",58,4,"UNC Greensboro",0,"Southern","Southern"
"2801",2022-01-11,"Auburn",81,"Alabama",77,-4,"Alabama",0,"Southeastern","Southeastern"
"2802",2022-01-11,"Ball St.",74,"Akron",84,10,"Akron",0,"Mid-American","Mid-American"
"2803",2022-01-11,"Baptist Christian",57,"UMKC",98,41,"UMKC",0,"Western Athletic",NA
"2804",2022-01-11,"Bowling Green",78,"Ohio",85,7,"Ohio",0,"Mid-American","Mid-American"
"2805",2022-01-11,"Buffalo",78,"Western Michigan",64,-14,"Western Michigan",0,"Mid-American","Mid-American"
"2806",2022-01-11,"Central Arkansas",63,"Bellarmine",85,22,"Bellarmine",0,"Atlantic Sun","Atlantic Sun"
"2807",2022-01-11,"Central Michigan",68,"Eastern Michigan",99,31,"Eastern Michigan",0,"Mid-American","Mid-American"
"2808",2022-01-11,"Delaware",81,"Drexel",77,-4,"Drexel",0,"Colonial Athletic Association","Colonial Athletic Association"
"2809",2022-01-11,"DePaul",76,"Marquette",87,11,"Marquette",0,"Big East","Big East"
"2810",2022-01-11,"Dillard",66,"New Orleans",93,27,"New Orleans",0,"Southland",NA
"2811",2022-01-11,"Eastern Kentucky",75,"North Alabama",76,1,"North Alabama",0,"Atlantic Sun","Atlantic Sun"
"2812",2022-01-11,"George Washington",57,"VCU",84,27,"VCU",0,"Atlantic 10","Atlantic 10"
"2813",2022-01-11,"Hofstra",66,"Towson",78,12,"Towson",0,"Colonial Athletic Association","Colonial Athletic Association"
"2814",2022-01-11,"Illinois",81,"Nebraska",71,-10,"Nebraska",0,"Big Ten","Big Ten"
"2815",2022-01-11,"Indiana St.",74,"Northern Iowa",80,6,"Northern Iowa",0,"Missouri Valley","Missouri Valley"
"2816",2022-01-11,"Iona",80,"Fairfield",76,-4,"Fairfield",0,"Metro Atlantic Athletic","Metro Atlantic Athletic"
"2817",2022-01-11,"Iowa St.",61,"Kansas",62,1,"Kansas",0,"Big 12","Big 12"
"2818",2022-01-11,"Kentucky",78,"Vanderbilt",66,-12,"Vanderbilt",0,"Southeastern","Southeastern"
"2819",2022-01-11,"Lipscomb",83,"Jacksonville St.",88,5,"Jacksonville St.",0,"Atlantic Sun","Atlantic Sun"
"2820",2022-01-11,"Massachusetts",67,"Davidson",77,10,"Davidson",0,"Atlantic 10","Atlantic 10"
"2821",2022-01-11,"Miami FL",64,"Florida St.",65,1,"Florida St.",0,"Atlantic Coast","Atlantic Coast"
"2822",2022-01-11,"Mississippi",51,"Texas A&M",67,16,"Texas A&M",0,"Southeastern","Southeastern"
"2823",2022-01-11,"New Mexico",56,"UNLV",85,29,"UNLV",0,"Mountain West","Mountain West"
"2824",2022-01-11,"North Florida",56,"Liberty",71,15,"Liberty",0,"Atlantic Sun","Atlantic Sun"
"2825",2022-01-11,"Northeastern",66,"James Madison",89,23,"James Madison",0,"Colonial Athletic Association","Colonial Athletic Association"
"2826",2022-01-11,"Northern Illinois",65,"Kent St.",63,-2,"Kent St.",0,"Mid-American","Mid-American"
"2827",2022-01-11,"Oklahoma",52,"Texas",66,14,"Texas",0,"Big 12","Big 12"
"2828",2022-01-11,"Oklahoma St.",60,"West Virginia",70,10,"West Virginia",0,"Big 12","Big 12"
"2829",2022-01-11,"Pittsburgh",61,"Syracuse",77,16,"Syracuse",0,"Atlantic Coast","Atlantic Coast"
"2830",2022-01-11,"Quinnipiac",67,"Canisius",79,12,"Canisius",0,"Metro Atlantic Athletic","Metro Atlantic Athletic"
"2831",2022-01-11,"Rutgers",49,"Penn St.",66,17,"Penn St.",0,"Big Ten","Big Ten"
"2832",2022-01-11,"Saint Louis",63,"Dayton",68,5,"Dayton",0,"Atlantic 10","Atlantic 10"
"2833",2022-01-11,"San Jose St.",59,"Fresno St.",79,20,"Fresno St.",0,"Mountain West","Mountain West"
"2834",2022-01-11,"South Carolina",46,"Tennessee",66,20,"Tennessee",0,"Southeastern","Southeastern"
"2835",2022-01-11,"St. Bonaventure",80,"La Salle",76,-4,"La Salle",0,"Atlantic 10","Atlantic 10"
"2836",2022-01-11,"Stetson",50,"Jacksonville",57,7,"Jacksonville",0,"Atlantic Sun","Atlantic Sun"
"2837",2022-01-11,"Texas Tech",65,"Baylor",62,-3,"Baylor",0,"Big 12","Big 12"
"2838",2022-01-11,"Toledo",75,"Miami OH",72,-3,"Miami OH",0,"Mid-American","Mid-American"
"2839",2022-01-11,"USC",69,"Stanford",75,6,"Stanford",0,"Pacific-12","Pacific-12"
"2840",2022-01-11,"UT Rio Grande Valley",75,"Stephen F. Austin",86,11,"Stephen F. Austin",0,"Western Athletic","Western Athletic"
"2841",2022-01-11,"Valparaiso",74,"Loyola Chicago",81,7,"Loyola Chicago",0,"Missouri Valley","Missouri Valley"
