"","Date","Away_team","Away_score","Home_team","Home_score","score_diff","site","nuetral","Home_conference","Away_conference"
"1256",2021-11-28,"Portland",77,"Incarnate Word",68,-9,"Incarnate Word",0,"Southland","West Coast"
"1257",2021-11-28,"Purdue Fort Wayne",78,"Florida Gulf Coast",85,7,"Florida Gulf Coast",0,"Atlantic Sun","Horizon League"
"1258",2021-11-28,"Rider",58,"South Carolina",65,7,"South Carolina",0,"Southeastern","Metro Atlantic Athletic"
"1259",2021-11-28,"Siena",56,"Bucknell",65,9,"Bucknell",0,"Patriot League","Metro Atlantic Athletic"
"1260",2021-11-28,"Southeast Missouri St.",68,"Montana St.",75,7,"San Antonio, TX",1,"Big Sky","Ohio Valley"
"1261",2021-11-28,"Southern",82,"Tennessee St.",80,-2,"Tennessee St.",0,"Ohio Valley","Southwest Athletic"
"1262",2021-11-28,"St. Andrews Pres.",36,"UNC Asheville",106,70,"UNC Asheville",0,"Big South",NA
"1263",2021-11-28,"St. Francis PA",79,"Lehigh",68,-11,"Lehigh",0,"Patriot League","Northeast"
"1264",2021-11-28,"Stanford",76,"Colorado",80,4,"Colorado",0,"Pacific-12","Pacific-12"
"1265",2021-11-28,"Stephen F. Austin",72,"Northwestern St.",68,-4,"Northwestern St.",0,"Southland","Western Athletic"
"1266",2021-11-28,"Stony Brook",85,"Yale",81,-4,"Yale",0,"Ivy League","America East"
"1267",2021-11-28,"The Citadel",91,"South Carolina St.",79,-12,"South Carolina St.",0,"Mid-Eastern Athletic","Southern"
"1268",2021-11-28,"Troy",45,"Florida",84,39,"Florida",0,"Southeastern","Sun Belt"
"1269",2021-11-28,"UMKC",55,"Arkansas St.",66,11,"Arkansas St.",0,"Sun Belt","Western Athletic"
"1270",2021-11-28,"Villanova",72,"La Salle",46,-26,"La Salle",0,"Atlantic 10","Big East"
"1271",2021-11-28,"Western Michigan",81,"Southeastern Louisiana",77,-4,"Fort Myers, FL",1,"Southland","Mid-American"
"1272",2021-11-28,"Wofford",68,"Georgia",65,-3,"Georgia",0,"Southeastern","Southern"
"1273",2021-11-29,"Arkansas Baptist",70,"Arkansas Pine Bluff",75,5,"Arkansas Pine Bluff",0,"Southwest Athletic","Sun Belt"
"1274",2021-11-29,"Austin Peay",51,"TCU",68,17,"TCU",0,"Big 12","Ohio Valley"
"1275",2021-11-29,"Campbellsville",61,"Murray St.",98,37,"Murray St.",0,"Ohio Valley",NA
"1276",2021-11-29,"Carroll MT",63,"Utah St.",93,30,"Utah St.",0,"Mountain West",NA
"1277",2021-11-29,"Central Michigan",57,"Kentucky",85,28,"Kentucky",0,"Southeastern","Mid-American"
"1278",2021-11-29,"Cornell",89,"Canisius",75,-14,"Canisius",0,"Metro Atlantic Athletic","Ivy League"
"1279",2021-11-29,"Grand Canyon",78,"Loyola Marymount",72,-6,"Loyola Marymount",0,"West Coast","Western Athletic"
"1280",2021-11-29,"Hartford",59,"Appalachian St.",69,10,"Appalachian St.",0,"Sun Belt","America East"
"1281",2021-11-29,"Iowa",75,"Virginia",74,-1,"Virginia",0,"Atlantic Coast","Big Ten"
"1282",2021-11-29,"Lafayette",73,"Columbia",50,-23,"Columbia",0,"Ivy League","Patriot League"
"1283",2021-11-29,"Mississippi Valley St.",36,"Vanderbilt",75,39,"Vanderbilt",0,"Southeastern","Southwest Athletic"
"1284",2021-11-29,"Montana",47,"Oregon",87,40,"Oregon",0,"Pacific-12","Big Sky"
"1285",2021-11-29,"Morgan St.",60,"Hampton",47,-13,"Phoenix, AZ",1,"Big South","Mid-Eastern Athletic"
"1286",2021-11-29,"Niagara",70,"Colgate",59,-11,"Colgate",0,"Patriot League","Metro Atlantic Athletic"
"1287",2021-11-29,"Norfolk St.",70,"Grambling St.",63,-7,"Phoenix, AZ",1,"Southwest Athletic","Mid-Eastern Athletic"
"1288",2021-11-29,"North Carolina Central",58,"Gardner Webb",83,25,"Gardner Webb",0,"Big South","Mid-Eastern Athletic"
"1289",2021-11-29,"Northwestern Ohio",36,"Toledo",106,70,"Toledo",0,"Mid-American",NA
"1290",2021-11-29,"Notre Dame",72,"Illinois",82,10,"Illinois",0,"Big Ten","Atlantic Coast"
"1291",2021-11-29,"Paul Quinn",59,"Missouri",91,32,"Missouri",0,"Southeastern",NA
"1292",2021-11-29,"Point Park",49,"Buffalo",94,45,"Buffalo",0,"Mid-American",NA
"1293",2021-11-29,"Sam Houston St.",57,"Texas",73,16,"Texas",0,"Big 12","Western Athletic"
"1294",2021-11-29,"Schreiner",47,"Abilene Christian",88,41,"Abilene Christian",0,"Western Athletic",NA
"1295",2021-11-29,"South Florida",49,"Boston College",64,15,"Boston College",0,"Atlantic Coast","American Athletic"
"1296",2021-11-29,"Southwestern Adventist",62,"Houston Baptist",100,38,"Houston Baptist",0,"Southland",NA
"1297",2021-11-29,"St. Mary's TX",65,"UTSA",75,10,"UTSA",0,"Conference USA",NA
"1298",2021-11-29,"Tarleton St.",55,"Gonzaga",64,9,"Gonzaga",0,"West Coast","Western Athletic"
"1299",2021-11-29,"Texas A&M Commerce",66,"South Alabama",69,3,"South Alabama",0,"Sun Belt",NA
"1300",2021-11-29,"Tulsa",80,"Oral Roberts",87,7,"Oral Roberts",0,"Summit League","American Athletic"
"1301",2021-11-29,"UC Riverside",50,"Saint Mary's",67,17,"Saint Mary's",0,"West Coast","Big West"
"1302",2021-11-29,"UT Arlington",70,"UC Santa Barbara",62,-8,"UC Santa Barbara",0,"Big West","Sun Belt"
"1303",2021-11-29,"Wyoming",79,"Cal St. Fullerton",66,-13,"Cal St. Fullerton",0,"Big West","Mountain West"
"1304",2021-11-30,"Bellarmine",55,"West Virginia",74,19,"West Virginia",0,"Big 12","Atlantic Sun"
"1305",2021-11-30,"Bethesda",61,"Dixie St.",99,38,"Dixie St.",0,"Western Athletic","Pacific Christian Athletic"
"1306",2021-11-30,"Chattanooga",82,"Tennessee Tech",65,-17,"Tennessee Tech",0,"Ohio Valley","Southern"
"1307",2021-11-30,"Clarks Summit",40,"VMI",88,48,"VMI",0,"Southern",NA
"1308",2021-11-30,"Clemson",64,"Rutgers",74,10,"Rutgers",0,"Big Ten","Atlantic Coast"
"1309",2021-11-30,"Davidson",75,"Charlotte",58,-17,"Charlotte",0,"Conference USA","Atlantic 10"
"1310",2021-11-30,"Detroit Mercy",56,"Northeastern",66,10,"Northeastern",0,"Colonial Athletic Association","Horizon League"
"1311",2021-11-30,"Duke",66,"Ohio St.",71,5,"Ohio St.",0,"Big Ten","Atlantic Coast"
"1312",2021-11-30,"Elon",61,"UNC Greensboro",74,13,"UNC Greensboro",0,"Southern","Colonial Athletic Association"
"1313",2021-11-30,"Fairleigh Dickinson",73,"Manhattan",78,5,"Manhattan",0,"Metro Atlantic Athletic","Northeast"
"1314",2021-11-30,"Florida St.",65,"Purdue",93,28,"Purdue",0,"Big Ten","Atlantic Coast"
"1315",2021-11-30,"Furman",74,"High Point",70,-4,"High Point",0,"Big South","Southern"
"1316",2021-11-30,"Hawaii",58,"Santa Clara",70,12,"Santa Clara",0,"West Coast","Big West"
"1317",2021-11-30,"Howard",70,"Mount St. Mary's",72,2,"Mount St. Mary's",0,"Northeast","Mid-Eastern Athletic"
"1318",2021-11-30,"Indiana",110,"Syracuse",112,2,"Syracuse",0,"Atlantic Coast","Big Ten"
"1319",2021-11-30,"Jackson St.",54,"Marquette",83,29,"Marquette",0,"Big East","Southwest Athletic"
"1320",2021-11-30,"Kentucky Christian",70,"Radford",79,9,"Radford",0,"Big South",NA
"1321",2021-11-30,"Lancaster Bible",39,"Campbell",83,44,"Campbell",0,"Big South",NA
"1322",2021-11-30,"LIU",67,"Delaware",75,8,"Delaware",0,"Colonial Athletic Association","Northeast"
"1323",2021-11-30,"Long Beach St.",47,"San Diego St.",72,25,"San Diego St.",0,"Mountain West","Big West"
"1324",2021-11-30,"Longwood",83,"Georgetown",91,8,"Georgetown",0,"Big East","Big South"
"1325",2021-11-30,"Maryland Eastern Shore",63,"Connecticut",72,9,"Connecticut",0,"Big East","Mid-Eastern Athletic"
"1326",2021-11-30,"Minnesota",54,"Pittsburgh",53,-1,"Pittsburgh",0,"Atlantic Coast","Big Ten"
"1327",2021-11-30,"Mississippi College",58,"Samford",83,25,"Samford",0,"Southern",NA
"1328",2021-11-30,"New Mexico",101,"New Mexico St.",94,-7,"New Mexico St.",0,"Western Athletic","Mountain West"
"1329",2021-11-30,"New Orleans",65,"Texas A&M",85,20,"Texas A&M",0,"Southeastern","Southland"
"1330",2021-11-30,"North Dakota St.",55,"Creighton",80,25,"Creighton",0,"Big East","Summit League"
"1331",2021-11-30,"Northwestern",73,"Wake Forest",77,4,"Wake Forest",0,"Atlantic Coast","Big Ten"
"1332",2021-11-30,"Northwestern St.",58,"Houston",99,41,"Houston",0,"American Athletic","Southland"
"1333",2021-11-30,"Old Dominion",62,"East Carolina",63,1,"East Carolina",0,"American Athletic","Conference USA"
"1334",2021-11-30,"Pepperdine",66,"Nevada",79,13,"Nevada",0,"Mountain West","West Coast"
"1335",2021-11-30,"Point Park",41,"Kent St.",107,66,"Kent St.",0,"Mid-American",NA
"1336",2021-11-30,"Prairie View A&M",90,"South Dakota St.",99,9,"South Dakota St.",0,"Summit League","Southwest Athletic"
"1337",2021-11-30,"Presbyterian",44,"Tennessee",86,42,"Tennessee",0,"Southeastern","Big South"
"1338",2021-11-30,"Presentation",55,"North Dakota",72,17,"North Dakota",0,"Summit League",NA
"1339",2021-11-30,"Rhodes",35,"Western Kentucky",105,70,"Western Kentucky",0,"Conference USA",NA
"1340",2021-11-30,"Rider",51,"Mississippi",75,24,"Mississippi",0,"Southeastern","Metro Atlantic Athletic"
"1341",2021-11-30,"Sacred Heart",70,"NJIT",75,5,"NJIT",0,"America East","Northeast"
"1342",2021-11-30,"Saginaw Valley St.",57,"Butler",68,11,"Butler",0,"Big East",NA
"1343",2021-11-30,"Saint Louis",86,"Boise St.",82,-4,"Boise St.",0,"Mountain West","Atlantic 10"
"1344",2021-11-30,"Siena",83,"Army",67,-16,"Army",0,"Patriot League","Metro Atlantic Athletic"
"1345",2021-11-30,"SIU Edwardsville",75,"Nebraska Omaha",65,-10,"Nebraska Omaha",0,"Summit League","Ohio Valley"
"1346",2021-11-30,"South Dakota",52,"San Jose St.",61,9,"San Jose St.",0,"Mountain West","Summit League"
"1347",2021-11-30,"Texas St.",80,"Rice",69,-11,"Rice",0,"Conference USA","Sun Belt"
"1348",2021-11-30,"Tulane",77,"Charleston",81,4,"Charleston",0,"Colonial Athletic Association","American Athletic"
"1349",2021-12-01,"Alabama St.",54,"Dayton",93,39,"Dayton",0,"Atlantic 10","Southwest Athletic"
"1350",2021-12-01,"Albany",43,"Kansas St.",71,28,"Kansas St.",0,"Big 12","America East"
"1351",2021-12-01,"American",57,"Stony Brook",80,23,"Stony Brook",0,"America East","Patriot League"
"1352",2021-12-01,"Arkansas Pine Bluff",64,"Iowa St.",83,19,"Iowa St.",0,"Big 12","Southwest Athletic"
"1353",2021-12-01,"Ball St.",80,"Western Illinois",93,13,"Western Illinois",0,"Summit League","Mid-American"
"1354",2021-12-01,"Bethesda",67,"Dixie St.",99,32,"Dixie St.",0,"Western Athletic","Pacific Christian Athletic"
"1355",2021-12-01,"Binghamton",57,"Saint Joseph's",79,22,"Saint Joseph's",0,"Atlantic 10","America East"
"1356",2021-12-01,"Boston University",56,"George Washington",54,-2,"George Washington",0,"Atlantic 10","Patriot League"
"1357",2021-12-01,"Bowling Green",78,"Duquesne",70,-8,"Duquesne",0,"Atlantic 10","Mid-American"
"1358",2021-12-01,"Boyce",29,"Appalachian St.",90,61,"Appalachian St.",0,"Sun Belt",NA
"1359",2021-12-01,"Brown",73,"UMass Lowell",63,-10,"UMass Lowell",0,"America East","Ivy League"
"1360",2021-12-01,"Bucknell",67,"St. Francis PA",93,26,"St. Francis PA",0,"Northeast","Patriot League"
"1361",2021-12-01,"BYU",65,"Utah Valley",72,7,"Utah Valley",0,"Western Athletic","West Coast"
"1362",2021-12-01,"Centenary",67,"Louisiana Monroe",104,37,"Louisiana Monroe",0,"Sun Belt",NA
"1363",2021-12-01,"Centenary",67,"Louisiana Monroe",104,37,"Louisiana Monroe",0,"Sun Belt",NA
"1364",2021-12-01,"Central Arkansas",60,"Arkansas",97,37,"Arkansas",0,"Southeastern","Atlantic Sun"
"1365",2021-12-01,"Central Michigan",45,"Xavier",78,33,"Xavier",0,"Big East","Mid-American"
"1366",2021-12-01,"Chicago St.",64,"Loyola MD",78,14,"Loyola MD",0,"Patriot League","Western Athletic"
"1367",2021-12-01,"Cincinnati",59,"Miami OH",58,-1,"Miami OH",0,"Mid-American","American Athletic"
"1368",2021-12-01,"Colorado",61,"UCLA",73,12,"UCLA",0,"Pacific-12","Pacific-12"
"1369",2021-12-01,"Columbia",60,"UMBC",98,38,"UMBC",0,"America East","Ivy League"
"1370",2021-12-01,"Coppin St.",81,"St. Bonaventure",93,12,"St. Bonaventure",0,"Atlantic 10","Mid-Eastern Athletic"
"1371",2021-12-01,"Dartmouth",65,"Vermont",83,18,"Vermont",0,"America East","Ivy League"
"1372",2021-12-01,"East Tennessee St.",56,"UAB",70,14,"UAB",0,"Conference USA","Southern"
"1373",2021-12-01,"Eastern Illinois",45,"Northern Illinois",55,10,"Northern Illinois",0,"Mid-American","Ohio Valley"
"1374",2021-12-01,"Florida",67,"Oklahoma",74,7,"Oklahoma",0,"Big 12","Southeastern"
"1375",2021-12-01,"Florida Gulf Coast",61,"FIU",77,16,"FIU",0,"NCAA","Atlantic Sun"
"1376",2021-12-01,"Fort Valley St.",63,"Florida A&M",76,13,"Florida A&M",0,"Southwest Athletic",NA
"1377",2021-12-01,"Georgia Southern",51,"Morehead St.",59,8,"Morehead St.",0,"Ohio Valley","Sun Belt"
"1378",2021-12-01,"Hartford",75,"Winthrop",82,7,"Winthrop",0,"Big South","America East"
"1379",2021-12-01,"Holy Cross",67,"Central Connecticut",73,6,"Central Connecticut",0,"Northeast","Patriot League"
"1380",2021-12-01,"Indiana St.",76,"Loyola Chicago",88,12,"Loyola Chicago",0,"Missouri Valley","Missouri Valley"
"1381",2021-12-01,"Iona",78,"Marist",71,-7,"Marist",0,"Metro Atlantic Athletic","Metro Atlantic Athletic"
"1382",2021-12-01,"La Salle",57,"Temple",73,16,"Temple",0,"American Athletic","Atlantic 10"
"1383",2021-12-01,"Lehigh",72,"Yale",82,10,"Yale",0,"Ivy League","Patriot League"
"1384",2021-12-01,"Lincoln CA",54,"Stephen F. Austin",90,36,"Stephen F. Austin",0,"Western Athletic",NA
"1385",2021-12-01,"Little Rock",55,"Colorado St.",86,31,"Colorado St.",0,"Mountain West","Sun Belt"
"1386",2021-12-01,"Louisville",64,"Michigan St.",73,9,"Michigan St.",0,"Big Ten","Atlantic Coast"
"1387",2021-12-01,"Marshall",86,"Akron",88,2,"Akron",0,"Mid-American","Conference USA"
"1388",2021-12-01,"McNeese St.",62,"Seattle",78,16,"Seattle",0,"Western Athletic","Southland"
"1389",2021-12-01,"Memphis",79,"Georgia",82,3,"Georgia",0,"Southeastern","American Athletic"
"1390",2021-12-01,"Mercer",73,"Kennesaw St.",71,-2,"Kennesaw St.",0,"Atlantic Sun","Southern"
"1391",2021-12-01,"Miami FL",63,"Penn St.",58,-5,"Penn St.",0,"Big Ten","Atlantic Coast"
"1392",2021-12-01,"Michigan",51,"North Carolina",72,21,"North Carolina",0,"Atlantic Coast","Big Ten"
"1393",2021-12-01,"Mississippi Valley St.",58,"North Alabama",72,14,"North Alabama",0,"Atlantic Sun","Southwest Athletic"
"1394",2021-12-01,"Missouri St.",74,"Illinois St.",79,5,"Illinois St.",0,"Missouri Valley","Missouri Valley"
"1395",2021-12-01,"Nebraska",100,"N.C. State",104,4,"N.C. State",0,"Big Sky","Big Ten"
"1396",2021-12-01,"Norfolk St.",74,"UNC Wilmington",69,-5,"UNC Wilmington",0,"Colonial Athletic Association","Mid-Eastern Athletic"
"1397",2021-12-01,"North Carolina Central",67,"USC Upstate",65,-2,"USC Upstate",0,"Big South","Mid-Eastern Athletic"
"1398",2021-12-01,"Northern Iowa",69,"Bradley",71,2,"Bradley",0,"Missouri Valley","Missouri Valley"
"1399",2021-12-01,"Ohio",51,"LSU",66,15,"LSU",0,"Southeastern","Mid-American"
"1400",2021-12-01,"Our Lady of the Lake",66,"Incarnate Word",93,27,"Incarnate Word",0,"Southland",NA
"1401",2021-12-01,"Pacific",57,"UC Davis",63,6,"UC Davis",0,"Big West","West Coast"
"1402",2021-12-01,"Princeton",77,"Hofstra",81,4,"Hofstra",0,"Colonial Athletic Association","Ivy League"
"1403",2021-12-01,"Rhode Island",64,"Harvard",57,-7,"Harvard",0,"Ivy League","Atlantic 10"
"1404",2021-12-01,"Richmond",73,"Wofford",64,-9,"Wofford",0,"Southern","Atlantic 10"
"1405",2021-12-01,"Rust",48,"Troy",81,33,"Troy",0,"Sun Belt",NA
"1406",2021-12-01,"San Diego",43,"Fresno St.",63,20,"Fresno St.",0,"Mountain West","West Coast"
"1407",2021-12-01,"South Carolina",56,"Coastal Carolina",80,24,"Coastal Carolina",0,"Sun Belt","Southeastern"
"1408",2021-12-01,"Southern Illinois",54,"Evansville",52,-2,"Evansville",0,"Missouri Valley","Missouri Valley"
"1409",2021-12-01,"Southern Miss",55,"South Alabama",85,30,"South Alabama",0,"Sun Belt","Conference USA"
"1410",2021-12-01,"St. Francis NY",46,"Fordham",68,22,"Fordham",0,"Atlantic 10","Northeast"
"1411",2021-12-01,"Stetson",73,"Florida Atlantic",83,10,"Florida Atlantic",0,"Conference USA","Atlantic Sun"
"1412",2021-12-01,"Tennessee Martin",61,"Middle Tennessee",73,12,"Middle Tennessee",0,"Conference USA","Ohio Valley"
"1413",2021-12-01,"Texas A&M Corpus Chris",83,"UT Rio Grande Valley",77,-6,"UT Rio Grande Valley",0,"Western Athletic","Southland"
"1414",2021-12-01,"Texas Southern",60,"Louisiana Tech",87,27,"Louisiana Tech",0,"Conference USA","Southwest Athletic"
"1415",2021-12-01,"Texas Tech",68,"Providence",72,4,"Providence",0,"Big East","Big 12"
"1416",2021-12-01,"The Citadel",58,"UNC Asheville",65,7,"UNC Asheville",0,"Big South","Southern"
"1417",2021-12-01,"UC Riverside",65,"Oregon",71,6,"Oregon",0,"Pacific-12","Big West"
"1418",2021-12-01,"UCF",68,"Auburn",85,17,"Auburn",0,"Southeastern","American Athletic"
"1419",2021-12-01,"University of Dallas",65,"Abilene Christian",108,43,"Abilene Christian",0,"Western Athletic",NA
"1420",2021-12-01,"UNLV",64,"SMU",83,19,"SMU",0,"American Athletic","Mountain West"
"1421",2021-12-01,"Utah",73,"USC",93,20,"USC",0,"Pacific-12","Pacific-12"
"1422",2021-12-01,"Villanova",71,"Penn",56,-15,"Penn",0,"Ivy League","Big East"
"1423",2021-12-01,"Virginia Tech",62,"Maryland",58,-4,"Maryland",0,"Big Ten","Atlantic Coast"
"1424",2021-12-01,"Wagner",63,"Seton Hall",85,22,"Seton Hall",0,"Big East","Northeast"
"1425",2021-12-01,"Warren Wilson",47,"Western Carolina",102,55,"Western Carolina",0,"Southern",NA
"1426",2021-12-01,"Washington St.",51,"Arizona St.",29,-22,"Arizona St.",0,"Pacific-12","Pacific-12"
"1427",2021-12-01,"Wichita St.",60,"Oklahoma St.",51,-9,"Oklahoma St.",0,"Big 12","American Athletic"
"1428",2021-12-01,"William & Mary",56,"Navy",75,19,"Navy",0,"Patriot League","Colonial Athletic Association"
"1429",2021-12-01,"Wisconsin",70,"Georgia Tech",66,-4,"Georgia Tech",0,"Atlantic Coast","Big Ten"
"1430",2021-12-02,"Cal Poly",55,"Cal Baptist",64,9,"Cal Baptist",0,"Western Athletic","Big West"
"1431",2021-12-02,"Crown",53,"St. Thomas",73,20,"St. Thomas",0,"Summit League",NA
"1432",2021-12-02,"Delaware",59,"Delaware St.",48,-11,"Delaware St.",0,"Mid-Eastern Athletic","Colonial Athletic Association"
"1433",2021-12-02,"Denver",64,"Wyoming",77,13,"Wyoming",0,"Mountain West","Summit League"
"1434",2021-12-02,"Detroit Mercy",69,"IUPUI",45,-24,"IUPUI",0,"Horizon League","Horizon League"
"1435",2021-12-02,"Eastern Mennonite",54,"James Madison",96,42,"James Madison",0,"Colonial Athletic Association",NA
"1436",2021-12-02,"Eastern Michigan",74,"UC San Diego",83,9,"UC San Diego",0,"Big West","Mid-American"
"1437",2021-12-02,"Edward Waters",57,"North Florida",103,46,"North Florida",0,"Atlantic Sun",NA
"1438",2021-12-02,"Fairleigh Dickinson",65,"Drexel",86,21,"Drexel",0,"Colonial Athletic Association","Northeast"
"1439",2021-12-02,"Jacksonville",67,"Charleston Southern",56,-11,"Charleston Southern",0,"Big South","Atlantic Sun"
"1440",2021-12-02,"Jarvis Christian",44,"Grambling St.",71,27,"Grambling St.",0,"Southwest Athletic",NA
"1441",2021-12-02,"Lamar",60,"Mississippi St.",75,15,"Mississippi St.",0,"Southeastern","Western Athletic"
"1442",2021-12-02,"Lipscomb",65,"Belmont",94,29,"Belmont",0,"Ohio Valley","Atlantic Sun"
"1443",2021-12-02,"LIU",63,"Towson",72,9,"Towson",0,"Colonial Athletic Association","Northeast"
"1444",2021-12-02,"Missouri",45,"Liberty",66,21,"Liberty",0,"Atlantic Sun","Southeastern"
"1445",2021-12-02,"Montana",65,"Sacramento St.",58,-7,"Sacramento St.",0,"Big Sky","Big Sky"
"1446",2021-12-02,"Montana St.",75,"Northern Colorado",77,2,"Northern Colorado",0,"Big Sky","Big Sky"
"1447",2021-12-02,"Northern Arizona",44,"Weber St.",67,23,"Weber St.",0,"Big Sky","Big Sky"
"1448",2021-12-02,"Northern Kentucky",58,"Cleveland St.",72,14,"Cleveland St.",0,"Horizon League","Horizon League"
"1449",2021-12-02,"Northland",51,"North Dakota St.",114,63,"North Dakota St.",0,"Summit League",NA
"1450",2021-12-02,"Oakland",81,"Illinois Chicago",77,-4,"Illinois Chicago",0,"Horizon League","Horizon League"
"1451",2021-12-02,"Oral Roberts",63,"TCU",71,8,"TCU",0,"Big 12","Summit League"
"1452",2021-12-02,"Oregon St.",61,"California",73,12,"California",0,"Pacific-12","Pacific-12"
"1453",2021-12-02,"Portland St.",63,"Idaho St.",55,-8,"Idaho St.",0,"Big Sky","Big Sky"
"1454",2021-12-02,"Robert Morris",58,"Green Bay",70,12,"Green Bay",0,"Horizon League","Horizon League"
"1455",2021-12-02,"Sacred Heart",74,"Lafayette",67,-7,"Lafayette",0,"Patriot League","Northeast"
"1456",2021-12-02,"Saint Elizabeth",43,"NJIT",76,33,"NJIT",0,"America East",NA
"1457",2021-12-02,"Saint Mary's",60,"Utah St.",58,-2,"Utah St.",0,"Mountain West","West Coast"
"1458",2021-12-02,"Schreiner",46,"Sam Houston St.",106,60,"Sam Houston St.",0,"Western Athletic",NA
"1459",2021-12-02,"Southern Utah",89,"Eastern Washington",76,-13,"Eastern Washington",0,"Big Sky","Big Sky"
"1460",2021-12-02,"UTSA",71,"Grand Canyon",74,3,"Grand Canyon",0,"Western Athletic","Conference USA"
"1461",2021-12-02,"Valparaiso",66,"Drake",73,7,"Drake",0,"Missouri Valley","Missouri Valley"
"1462",2021-12-02,"Wright St.",86,"Purdue Fort Wayne",73,-13,"Purdue Fort Wayne",0,"Horizon League","Horizon League"
"1463",2021-12-02,"Youngstown St.",70,"Milwaukee",68,-2,"Milwaukee",0,"Horizon League","Horizon League"
"1464",2021-12-03,"Bethesda",54,"UC Irvine",86,32,"UC Irvine",0,"Big West","Pacific Christian Athletic"
"1465",2021-12-03,"Bob Jones",61,"Presbyterian",90,29,"Presbyterian",0,"Big South",NA
"1466",2021-12-03,"Bryant",44,"Houston",111,67,"Houston",0,"American Athletic","Northeast"
"1467",2021-12-03,"Carver",55,"North Carolina A&T",97,42,"North Carolina A&T",0,"Big South",NA
"1468",2021-12-03,"Charleston",88,"Furman",91,3,"Furman",0,"Southern","Colonial Athletic Association"
"1469",2021-12-03,"Colgate",69,"Northeastern",74,5,"Northeastern",0,"Colonial Athletic Association","Patriot League"
"1470",2021-12-03,"Coppin St.",77,"Cornell",92,15,"Cornell",0,"Ivy League","Mid-Eastern Athletic"
"1471",2021-12-03,"Fairfield",74,"Canisius",68,-6,"Canisius",0,"Metro Atlantic Athletic","Metro Atlantic Athletic"
"1472",2021-12-03,"Iowa",70,"Purdue",77,7,"Purdue",0,"Big Ten","Big Ten"
"1473",2021-12-03,"Kansas",95,"St. John's",75,-20,"Elmont, NY",1,"Big East","Big 12"
"1474",2021-12-03,"Manhattan",77,"Siena",72,-5,"Siena",0,"Metro Atlantic Athletic","Metro Atlantic Athletic"
"1475",2021-12-03,"Minnesota Morris",47,"South Dakota St.",112,65,"South Dakota St.",0,"Summit League",NA
"1476",2021-12-03,"Monmouth",57,"Niagara",49,-8,"Niagara",0,"Metro Atlantic Athletic","Metro Atlantic Athletic"
"1477",2021-12-03,"New Mexico St.",72,"UTEP",69,-3,"UTEP",0,"Conference USA","Western Athletic"
"1478",2021-12-03,"New Orleans",67,"Louisiana",80,13,"Louisiana",0,"Sun Belt","Southland"
"1479",2021-12-03,"North Dakota",51,"San Jose St.",76,25,"San Jose St.",0,"Mountain West","Summit League"
"1480",2021-12-03,"Notre Dame",57,"Boston College",73,16,"Boston College",0,"Atlantic Coast","Atlantic Coast"
"1481",2021-12-03,"Pepperdine",74,"UC Santa Barbara",86,12,"UC Santa Barbara",0,"Big West","West Coast"
"1482",2021-12-03,"Pittsburgh",56,"Virginia",57,1,"Virginia",0,"Atlantic Coast","Atlantic Coast"
"1483",2021-12-03,"Rider",54,"Iona",80,26,"Iona",0,"Metro Atlantic Athletic","Metro Atlantic Athletic"
"1484",2021-12-03,"Rutgers",51,"Illinois",86,35,"Illinois",0,"Big Ten","Big Ten"
"1485",2021-12-03,"Saint Peter's",69,"Quinnipiac",59,-10,"Quinnipiac",0,"Metro Atlantic Athletic","Metro Atlantic Athletic"
"1486",2021-12-03,"South Carolina St.",65,"South Florida",64,-1,"South Florida",0,"American Athletic","Mid-Eastern Athletic"
"1487",2021-12-03,"Tulsa",58,"Boise St.",63,5,"Boise St.",0,"Mountain West","American Athletic"
"1488",2021-12-03,"UT Rio Grande Valley",58,"Texas",88,30,"Texas",0,"Big 12","Western Athletic"
"1489",2021-12-03,"VMI",90,"Portland",82,-8,"Portland",0,"West Coast","Southern"
"1490",2021-12-03,"Waldorf",37,"South Dakota",93,56,"South Dakota",0,"Summit League",NA
"1491",2021-12-04,"Alabama",91,"Gonzaga",82,-9,"Seattle, WA",1,"West Coast","Southeastern"
"1492",2021-12-04,"Alcorn St.",64,"Tulane",85,21,"Tulane",0,"American Athletic","Southwest Athletic"
"1493",2021-12-04,"American",56,"Howard",90,34,"Howard",0,"Mid-Eastern Athletic","Patriot League"
"1494",2021-12-04,"Arkansas Pine Bluff",54,"Baylor",99,45,"Baylor",0,"Big 12","Southwest Athletic"
"1495",2021-12-04,"Army",58,"Air Force",76,18,"Air Force",0,"Mountain West","Patriot League"
"1496",2021-12-04,"Binghamton",63,"Boston University",68,5,"Boston University",0,"Patriot League","America East"
"1497",2021-12-04,"Bucknell",69,"Hofstra",88,19,"Hofstra",0,"Colonial Athletic Association","Patriot League"
"1498",2021-12-04,"Buffalo",65,"St. Bonaventure",68,3,"St. Bonaventure",0,"Atlantic 10","Mid-American"
"1499",2021-12-04,"BYU",74,"Missouri St.",68,-6,"Missouri St.",0,"Missouri Valley","West Coast"
"1500",2021-12-04,"Cal St. Northridge",43,"Fresno St.",61,18,"Fresno St.",0,"Mountain West","Big West"
"1501",2021-12-04,"California Merced",40,"UC Davis",81,41,"UC Davis",0,"Big West",NA
"1502",2021-12-04,"Calvary",32,"UMKC",94,62,"UMKC",0,"Western Athletic",NA
